ageem.id,state,municipality,tax.dap.min.range,tax.dap.max.range,tax.dap.avg.range,tax.dap.method,tax.dap.percent,tax.dap.value
21192,Puebla,Tuzamapan de Galeana,0.02,0.065,0.0425,Range.percent,0.0425,
21193,Puebla,Tzicatlacoyan,0.02,0.065,0.0425,Range.percent,0.0425,
21194,Puebla,Venustiano Carranza,0.02,0.065,0.0425,Range.percent,0.0425,
21195,Puebla,Vicente Guerrero,0.02,0.065,0.0425,Range.percent,0.0425,
21196,Puebla,Xayacatlan de Bravo,0.02,0.065,0.0425,Range.percent,0.0425,
21197,Puebla,Xicotepec,0.02,0.065,0.0425,Range.percent,0.0425,
21198,Puebla,Xicotlan,0.02,0.065,0.0425,Range.percent,0.0425,
21199,Puebla,Xiutetelco,0.02,0.065,0.0425,Range.percent,0.0425,
21200,Puebla,Xochiapulco,,,,,,
21201,Puebla,Xochiltepec,0.02,0.065,0.0425,Range.percent,0.0425,
21202,Puebla,Xochitlan de Vicente Suarez,0.02,0.065,0.0425,Range.percent,0.0425,
21203,Puebla,Xochitlan Todos Santos,0.02,0.065,0.0425,Range.percent,0.0425,
21204,Puebla,Yaonahuac,0.02,0.065,0.0425,Range.percent,0.0425,
21205,Puebla,Yehualtepec,0.02,0.065,0.0425,Range.percent,0.0425,
21206,Puebla,Zacapala,0.02,0.065,0.0425,Range.percent,0.0425,
21207,Puebla,Zacapoaxtla,0.02,0.065,0.0425,Range.percent,0.0425,
21208,Puebla,Zacatlan,0.02,0.065,0.0425,Range.percent,0.0425,
21209,Puebla,Zapotitlan,0.02,0.065,0.0425,Range.percent,0.0425,
21210,Puebla,Zapotitlan de Mendez,0.02,0.065,0.0425,Range.percent,0.0425,
21211,Puebla,Zaragoza,0.02,0.065,0.0425,Range.percent,0.0425,
21212,Puebla,Zautla,0.02,0.065,0.0425,Range.percent,0.0425,
21213,Puebla,Zihuateutla,,,,,,
21214,Puebla,Zinacatepec,0.02,0.065,0.0425,Range.percent,0.0425,
21215,Puebla,Zongozotla,,,,,,
21216,Puebla,Zoquiapan,,,,,,
21217,Puebla,Zoquitlan,,,,,,
22001,Queretaro,Amealco de Bonfil,,,,Percent,0.08,
22002,Queretaro,Pinal de Amoles,,,,Percent,0.08,
22003,Queretaro,Arroyo Seco,,,,Percent,0.08,
22004,Queretaro,Cadereyta de Montes,,,,Percent,0.08,
22005,Queretaro,Colon,,,,Percent,0.08,
22006,Queretaro,Corregidora,,,,Percent,0.08,
22007,Queretaro,Ezequiel Montes,,,,Percent,0.08,
22008,Queretaro,Huimilpan,,,,Percent,0.08,
22009,Queretaro,Jalpan de Serra,,,,Percent,0.08,
22010,Queretaro,Landa de Matamoros,,,,Percent,0.08,
22011,Queretaro,El Marques,,,,Percent,0.08,
22012,Queretaro,Pedro Escobedo,,,,Percent,0.08,
22013,Queretaro,Penamiller,,,,Percent,0.08,
22014,Queretaro,Queretaro,,,,Percent,0.08,
22015,Queretaro,San Joaquin,,,,Percent,0.08,
22016,Queretaro,San Juan del Rio,,,,Percent,0.08,
22017,Queretaro,Tequisquiapan,,,,Percent,0.08,
22018,Queretaro,Toliman,,,,Percent,0.08,
23001,Quintana Roo,Cozumel,,,,Percent,0.05,
23002,Quintana Roo,Felipe Carrillo Puerto,,,,,,
23003,Quintana Roo,Isla Mujeres,,,,Percent,0.05,
23004,Quintana Roo,Othon P. Blanco,,,,Percent,0.05,
23005,Quintana Roo,Benito Juarez,,,,Percent,0.05,
23006,Quintana Roo,Jose Maria Morelos,,,,,,
23007,Quintana Roo,Lazaro Cardenas,,,,,,
23008,Quintana Roo,Solidaridad,,,,Percent,0.05,
23009,Quintana Roo,Tulum,,,,Percent,0.05,
23010,Quintana Roo,Bacalar,,,,Percent,0.05,
23011,Quintana Roo,Puerto Morelos,,,,Percent,0.05,
24001,San Luis Potosi,Ahualulco,,,,,,
24002,San Luis Potosi,Alaquines,,,,,,
24003,San Luis Potosi,Aquismon,,,,,,
24004,San Luis Potosi,Armadillo de los Infante,,,,,,
24005,San Luis Potosi,Cardenas,,,,,,
24006,San Luis Potosi,Catorce,,,,,,
24007,San Luis Potosi,Cedral,,,,,,
24008,San Luis Potosi,Cerritos,,,,,,
24009,San Luis Potosi,Cerro de San Pedro,,,,,,
24010,San Luis Potosi,Ciudad del Maiz,,,,,,
24011,San Luis Potosi,Ciudad Fernandez,,,,,,
24012,San Luis Potosi,Tancanhuitz,,,,,,
24013,San Luis Potosi,Ciudad Valles,,,,,,
24014,San Luis Potosi,Coxcatlan,,,,,,
24015,San Luis Potosi,Charcas,,,,,,
24016,San Luis Potosi,Ebano,,,,,,
24017,San Luis Potosi,Guadalcazar,,,,,,
24018,San Luis Potosi,Huehuetlan,,,,,,
24019,San Luis Potosi,Lagunillas,,,,,,
24020,San Luis Potosi,Matehuala,,,,,,
24021,San Luis Potosi,Mexquitic de Carmona,,,,,,
24022,San Luis Potosi,Moctezuma,,,,,,
24023,San Luis Potosi,Rayon,,,,,,
24024,San Luis Potosi,Rioverde,,,,,,
24025,San Luis Potosi,Salinas,,,,,,
24026,San Luis Potosi,San Antonio,,,,,,
24027,San Luis Potosi,San Ciro de Acosta,,,,,,
24028,San Luis Potosi,San Luis Potosi,,,,,,
24029,San Luis Potosi,San Martin Chalchicuautla,,,,,,
24030,San Luis Potosi,San Nicolas Tolentino,,,,,,
24031,San Luis Potosi,Santa Catarina,,,,,,
24032,San Luis Potosi,Santa Maria del Rio,,,,,,
24033,San Luis Potosi,Santo Domingo,,,,,,
24034,San Luis Potosi,San Vicente Tancuayalab,,,,,,
24035,San Luis Potosi,Soledad de Graciano Sanchez,,,,,,
24036,San Luis Potosi,Tamasopo,,,,,,
24037,San Luis Potosi,Tamazunchale,,,,,,
24038,San Luis Potosi,Tampacan,,,,,,
24039,San Luis Potosi,Tampamolon Corona,,,,,,
24040,San Luis Potosi,Tamuin,,,,,,
24041,San Luis Potosi,Tanlajas,,,,,,
24042,San Luis Potosi,Tanquian de Escobedo,,,,,,
24043,San Luis Potosi,Tierra Nueva,,,,,,
24044,San Luis Potosi,Vanegas,,,,,,
24045,San Luis Potosi,Venado,,,,,,
24046,San Luis Potosi,Villa de Arriaga,,,,,,
24047,San Luis Potosi,Villa de Guadalupe,,,,,,
24048,San Luis Potosi,Villa de la Paz,,,,,,
24049,San Luis Potosi,Villa de Ramos,,,,,,
24050,San Luis Potosi,Villa de Reyes,,,,,,
24051,San Luis Potosi,Villa Hidalgo,,,,,,
24052,San Luis Potosi,Villa Juarez,,,,,,
24053,San Luis Potosi,Axtla de Terrazas,,,,,,
24054,San Luis Potosi,Xilitla,,,,,,
24055,San Luis Potosi,Zaragoza,,,,,,
24056,San Luis Potosi,Villa de Arista,,,,,,
24057,San Luis Potosi,Matlapa,,,,,,
24058,San Luis Potosi,El Naranjo,,,,,,
25001,Sinaloa,Ahome,,,,,,
25002,Sinaloa,Angostura,,,,,,
25003,Sinaloa,Badiraguato,,,,,,
25004,Sinaloa,Concordia,,,,,,
25005,Sinaloa,Cosala,,,,,,
25006,Sinaloa,Culiacan,,,,,,
25007,Sinaloa,Choix,,,,,,
25008,Sinaloa,Elota,,,,,,
25009,Sinaloa,Escuinapa,,,,,,
25010,Sinaloa,El Fuerte,,,,,,
25011,Sinaloa,Guasave,,,,,,
25012,Sinaloa,Mazatlan,,,,,,
25013,Sinaloa,Mocorito,,,,,,
25014,Sinaloa,Rosario,,,,,,
25015,Sinaloa,Salvador Alvarado,,,,,,
25016,Sinaloa,San Ignacio,,,,,,
25017,Sinaloa,Sinaloa,,,,,,
25018,Sinaloa,Navolato,,,,,,
26001,Sonora,Aconchi,,,,,,
26002,Sonora,Agua Prieta,15,30,22.5,Range,,22.5
26003,Sonora,Alamos,5,25,15,Range,,15
26004,Sonora,Altar,10,20,15,Range,,15
26005,Sonora,Arivechi,,,,,,
26006,Sonora,Arizpe,,,,,,
26007,Sonora,Atil,,,,,,
26008,Sonora,Bacadehuachi,,,,,,
26009,Sonora,Bacanora,9,18,13.5,Range,,13.5
26010,Sonora,Bacerac,,,,,,
26011,Sonora,Bacoachi,,,,,,
26012,Sonora,Bacum,9,20,14.5,Range,,14.5
26013,Sonora,Banamichi,,,,,,
26014,Sonora,Baviacora,,,,,,
26015,Sonora,Bavispe,,,,,,
26016,Sonora,Benjamin Hill,,,,Fix,,25
26017,Sonora,Caborca,12,26,19,Range,,19
26018,Sonora,Cajeme,,,,Fix,,40
26019,Sonora,Cananea,,,,Fix,,21.74
26020,Sonora,Carbo,,,,,,
26021,Sonora,La Colorada,,,,,,
26022,Sonora,Cucurpe,,,,,,
26023,Sonora,Cumpas,,,,Fix,,9
26024,Sonora,Divisaderos,,,,,,
26025,Sonora,Empalme,11,22,16.5,Range,,16.5
26026,Sonora,Etchojoa,10,40,25,Range,,25
26027,Sonora,Fronteras,,,,,,
26028,Sonora,Granados,5.43,10,7.715,Range,,7.715
26029,Sonora,Guaymas,10,39,24.5,Range,,24.5
26030,Sonora,Hermosillo,15,52,33.5,Range,,33.5
26031,Sonora,Huachinera,,,,,,
26032,Sonora,Huasabas,,,,Fix,,10
26033,Sonora,Huatabampo,22,42,32,Range,,32
26034,Sonora,Huepac,,,,,,
26035,Sonora,Imuris,,,,Fix,,35.34
26036,Sonora,Magdalena,4.5,40,22.25,Range,,22.25
26037,Sonora,Mazatan,,,,,,
26038,Sonora,Moctezuma,10.6,35.34,22.97,Range,,22.97
26039,Sonora,Naco,10,40,25,Range,,25
26040,Sonora,Nacori Chico,,,,,,
26041,Sonora,Nacozari de Garcia,10,21,15.5,Range,,15.5
26042,Sonora,Navojoa,13.5,49.4,31.45,Range,,31.45
26043,Sonora,Nogales,10,40,25,Range,,25
26044,Sonora,Onavas,,,,,,
26045,Sonora,Opodepe,,,,,,
26046,Sonora,Oquitoa,,,,,,
26047,Sonora,Pitiquito,15,25,20,Range,,20
26048,Sonora,Puerto Penasco,,,,Percent,0.05,
26049,Sonora,Quiriego,10,30,20,Range,,20
26050,Sonora,Rayon,,,,,,
26051,Sonora,Rosario,10.3,30,20.15,Range,,20.15
26052,Sonora,Sahuaripa,9,18,13.5,Range,,13.5
26053,Sonora,San Felipe de Jesus,,,,,,
26054,Sonora,San Javier,,,,,,
26055,Sonora,San Luis Rio Colorado,,,,Percent,0.05,
26056,Sonora,San Miguel de Horcasitas,35,65,50,Range,,50
26057,Sonora,San Pedro de la Cueva,,,,,,
26058,Sonora,Santa Ana,10.76,43.42,27.09,Range,,27.09
26059,Sonora,Santa Cruz,10,20,15,Range,,15
26060,Sonora,Saric,,,,,,
26061,Sonora,Soyopa,,,,,,
26062,Sonora,Suaqui Grande,,,,,,
26063,Sonora,Tepache,,,,,,
26064,Sonora,Trincheras,,,,,,
26065,Sonora,Tubutama,,,,,,
26066,Sonora,Ures,20,45,32.5,Range,,32.5
26067,Sonora,Villa Hidalgo,5.51,43.42,24.465,Range,,24.465
26068,Sonora,Villa Pesqueira,,,,,,
26069,Sonora,Yecora,10,23.9,16.95,Range,,16.95
26070,Sonora,General Plutarco Elias Calles,,,,Percent,0.05,
26071,Sonora,Benito Juarez,10.39,29,19.695,Range,,19.695
26072,Sonora,San Ignacio Rio Muerto,10,40,25,Range,,25
27001,Tabasco,Balancan,,,,,,
27002,Tabasco,Cardenas,,,,,,
27003,Tabasco,Centla,,,,,,
27004,Tabasco,Centro,,,,,,
27005,Tabasco,Comalcalco,,,,,,
27006,Tabasco,Cunduacan,,,,,,
27007,Tabasco,Emiliano Zapata,,,,,,
27008,Tabasco,Huimanguillo,,,,,,
27009,Tabasco,Jalapa,,,,,,
27010,Tabasco,Jalpa de Mendez,,,,,,
27011,Tabasco,Jonuta,,,,,,
27012,Tabasco,Macuspana,,,,,,
27013,Tabasco,Nacajuca,,,,,,
27014,Tabasco,Paraiso,,,,,,
27015,Tabasco,Tacotalpa,,,,,,
27016,Tabasco,Teapa,,,,,,
27017,Tabasco,Tenosique,,,,,,
28001,Tamaulipas,Abasolo,,,,,,
28002,Tamaulipas,Aldama,,,,,,
28003,Tamaulipas,Altamira,,,,,,
28004,Tamaulipas,Antiguo Morelos,,,,,,
28005,Tamaulipas,Burgos,,,,,,
28006,Tamaulipas,Bustamante,,,,,,
28007,Tamaulipas,Camargo,,,,,,
28008,Tamaulipas,Casas,,,,,,
28009,Tamaulipas,Ciudad Madero,,,,,,
28010,Tamaulipas,Cruillas,,,,,,
28011,Tamaulipas,Gomez Farias,,,,,,
28012,Tamaulipas,Gonzalez,,,,,,
28013,Tamaulipas,Guemez,,,,,,
28014,Tamaulipas,Guerrero,,,,,,
28015,Tamaulipas,Gustavo Diaz Ordaz,,,,,,
28016,Tamaulipas,Hidalgo,,,,,,
28017,Tamaulipas,Jaumave,,,,,,
28018,Tamaulipas,Jimenez,,,,,,
28019,Tamaulipas,Llera,,,,,,
28020,Tamaulipas,Mainero,,,,,,
28021,Tamaulipas,El Mante,,,,,,
28022,Tamaulipas,Matamoros,,,,,,
28023,Tamaulipas,Mendez,,,,,,
28024,Tamaulipas,Mier,,,,,,
28025,Tamaulipas,Miguel Aleman,,,,,,
28026,Tamaulipas,Miquihuana,,,,,,
28027,Tamaulipas,Nuevo Laredo,,,,,,
28028,Tamaulipas,Nuevo Morelos,,,,,,
28029,Tamaulipas,Ocampo,,,,,,
28030,Tamaulipas,Padilla,,,,,,
28031,Tamaulipas,Palmillas,,,,,,
28032,Tamaulipas,Reynosa,,,,,,
28033,Tamaulipas,Rio Bravo,,,,,,
28034,Tamaulipas,San Carlos,,,,,,
28035,Tamaulipas,San Fernando,,,,,,
28036,Tamaulipas,San Nicolas,,,,,,
28037,Tamaulipas,Soto la Marina,,,,,,
28038,Tamaulipas,Tampico,,,,,,
28039,Tamaulipas,Tula,,,,,,
28040,Tamaulipas,Valle Hermoso,,,,,,
28041,Tamaulipas,Victoria,,,,,,
28042,Tamaulipas,Villagran,,,,,,
28043,Tamaulipas,Xicotencatl,,,,,,
29001,Tlaxcala,Amaxac de Guerrero,0.02,0.065,0.0425,Range.percent,0.0425,
29002,Tlaxcala,Apetatitlan de Antonio Carvajal,0.02,0.065,0.0425,Range.percent,0.0425,
29003,Tlaxcala,Atlangatepec,0.02,0.065,0.0425,Range.percent,0.0425,
29004,Tlaxcala,Atltzayanca,0.02,0.065,0.0425,Range.percent,0.0425,
29005,Tlaxcala,Apizaco,0.02,0.065,0.0425,Range.percent,0.0425,
29006,Tlaxcala,Calpulalpan,0.02,0.065,0.0425,Range.percent,0.0425,
29007,Tlaxcala,El Carmen Tequexquitla,0.02,0.065,0.0425,Range.percent,0.0425,
29008,Tlaxcala,Cuapiaxtla,0.02,0.065,0.0425,Range.percent,0.0425,
29009,Tlaxcala,Cuaxomulco,0.02,0.065,0.0425,Range.percent,0.0425,
29010,Tlaxcala,Chiautempan,0.02,0.065,0.0425,Range.percent,0.0425,
29011,Tlaxcala,Munoz de Domingo Arenas,0.02,0.065,0.0425,Range.percent,0.0425,
29012,Tlaxcala,Espanita,0.02,0.065,0.0425,Range.percent,0.0425,
29013,Tlaxcala,Huamantla,0.02,0.065,0.0425,Range.percent,0.0425,
29014,Tlaxcala,Hueyotlipan,0.02,0.065,0.0425,Range.percent,0.0425,
29015,Tlaxcala,Ixtacuixtla de Mariano Matamoros,0.02,0.065,0.0425,Range.percent,0.0425,
29016,Tlaxcala,Ixtenco,,,,,,
29017,Tlaxcala,Mazatecochco de Jose Maria Morelos,0.02,0.065,0.0425,Range.percent,0.0425,
29018,Tlaxcala,Contla de Juan Cuamatzi,0.02,0.065,0.0425,Range.percent,0.0425,
29019,Tlaxcala,Tepetitla de Lardizabal,,,,,,
29020,Tlaxcala,Sanctorum de Lazaro Cardenas,0.02,0.065,0.0425,Range.percent,0.0425,
29021,Tlaxcala,Nanacamilpa de Mariano Arista,0.02,0.065,0.0425,Range.percent,0.0425,
29022,Tlaxcala,Acuamanala de Miguel Hidalgo,0.02,0.065,0.0425,Range.percent,0.0425,
29023,Tlaxcala,Nativitas,0.02,0.065,0.0425,Range.percent,0.0425,
29024,Tlaxcala,Panotla,0.02,0.065,0.0425,Range.percent,0.0425,
29025,Tlaxcala,San Pablo del Monte,,,,,,
29026,Tlaxcala,Santa Cruz Tlaxcala,0.02,0.065,0.0425,Range.percent,0.0425,
29027,Tlaxcala,Tenancingo,0.02,0.065,0.0425,Range.percent,0.0425,
29028,Tlaxcala,Teolocholco,0.02,0.065,0.0425,Range.percent,0.0425,
29029,Tlaxcala,Tepeyanco,0.02,0.065,0.0425,Range.percent,0.0425,
29030,Tlaxcala,Terrenate,0.02,0.065,0.0425,Range.percent,0.0425,
29031,Tlaxcala,Tetla de la Solidaridad,0.02,0.065,0.0425,Range.percent,0.0425,
29032,Tlaxcala,Tetlatlahuca,0.02,0.065,0.0425,Range.percent,0.0425,
29033,Tlaxcala,Tlaxcala,0.02,0.065,0.0425,Range.percent,0.0425,
29034,Tlaxcala,Tlaxco,0.02,0.065,0.0425,Range.percent,0.0425,
29035,Tlaxcala,Tocatlan,0.02,0.065,0.0425,Range.percent,0.0425,
29036,Tlaxcala,Totolac,0.02,0.065,0.0425,Range.percent,0.0425,
29037,Tlaxcala,Ziltlaltepec de Trinidad Sanchez Santos,0.02,0.065,0.0425,Range.percent,0.0425,
29038,Tlaxcala,Tzompantepec,0.02,0.065,0.0425,Range.percent,0.0425,
29039,Tlaxcala,Xaloztoc,0.02,0.065,0.0425,Range.percent,0.0425,
29040,Tlaxcala,Xaltocan,0.02,0.065,0.0425,Range.percent,0.0425,
29041,Tlaxcala,Papalotla de Xicohtencatl,0.02,0.065,0.0425,Range.percent,0.0425,
29042,Tlaxcala,Xicohtzinco,0.02,0.065,0.0425,Range.percent,0.0425,
29043,Tlaxcala,Yauhquemehcan,0.02,0.065,0.0425,Range.percent,0.0425,
29044,Tlaxcala,Zacatelco,0.02,0.065,0.0425,Range.percent,0.0425,
29045,Tlaxcala,Benito Juarez,,,,,,
29046,Tlaxcala,Emiliano Zapata,0.02,0.065,0.0425,Range.percent,0.0425,
29047,Tlaxcala,Lazaro Cardenas,0.02,0.065,0.0425,Range.percent,0.0425,
29048,Tlaxcala,La Magdalena Tlaltelulco,0.02,0.065,0.0425,Range.percent,0.0425,
29049,Tlaxcala,San Damian Texoloc,0.02,0.065,0.0425,Range.percent,0.0425,
29050,Tlaxcala,San Francisco Tetlanohcan,0.02,0.065,0.0425,Range.percent,0.0425,
29051,Tlaxcala,San Jeronimo Zacualpan,0.02,0.065,0.0425,Range.percent,0.0425,
29052,Tlaxcala,San Jose Teacalco,0.02,0.065,0.0425,Range.percent,0.0425,
29053,Tlaxcala,San Juan Huactzinco,0.02,0.065,0.0425,Range.percent,0.0425,
29054,Tlaxcala,San Lorenzo Axocomanitla,0.02,0.065,0.0425,Range.percent,0.0425,
29055,Tlaxcala,San Lucas Tecopilco,,,,,,
29056,Tlaxcala,Santa Ana Nopalucan,,,,,,
29057,Tlaxcala,Santa Apolonia Teacalco,0.02,0.065,0.0425,Range.percent,0.0425,
29058,Tlaxcala,Santa Catarina Ayometla,0.02,0.065,0.0425,Range.percent,0.0425,
29059,Tlaxcala,Santa Cruz Quilehtla,0.02,0.065,0.0425,Range.percent,0.0425,
29060,Tlaxcala,Santa Isabel Xiloxoxtla,0.02,0.065,0.0425,Range.percent,0.0425,
30001,Veracruz de Ignacio de la Llave,Acajete,,,,,,
30002,Veracruz de Ignacio de la Llave,Acatlan,,,,,,
30003,Veracruz de Ignacio de la Llave,Acayucan,,,,,,
30004,Veracruz de Ignacio de la Llave,Actopan,,,,,,
30005,Veracruz de Ignacio de la Llave,Acula,,,,,,
30006,Veracruz de Ignacio de la Llave,Acultzingo,,,,,,
30007,Veracruz de Ignacio de la Llave,Camaron de Tejeda,,,,,,
30008,Veracruz de Ignacio de la Llave,Alpatlahuac,,,,,,
30009,Veracruz de Ignacio de la Llave,Alto Lucero de Gutierrez Barrios,,,,,,
30010,Veracruz de Ignacio de la Llave,Altotonga,,,,,,
30011,Veracruz de Ignacio de la Llave,Alvarado,,,,,,
30012,Veracruz de Ignacio de la Llave,Amatitlan,,,,,,
30013,Veracruz de Ignacio de la Llave,Naranjos Amatlan,,,,,,
30014,Veracruz de Ignacio de la Llave,Amatlan de los Reyes,,,,,,
30015,Veracruz de Ignacio de la Llave,Angel R. Cabada,,,,,,
30016,Veracruz de Ignacio de la Llave,La Antigua,,,,,,
30017,Veracruz de Ignacio de la Llave,Apazapan,,,,,,
30018,Veracruz de Ignacio de la Llave,Aquila,,,,,,
30019,Veracruz de Ignacio de la Llave,Astacinga,,,,,,
30020,Veracruz de Ignacio de la Llave,Atlahuilco,,,,,,
30021,Veracruz de Ignacio de la Llave,Atoyac,,,,,,
30022,Veracruz de Ignacio de la Llave,Atzacan,,,,,,
30023,Veracruz de Ignacio de la Llave,Atzalan,,,,,,
30024,Veracruz de Ignacio de la Llave,Tlaltetela,,,,,,
30025,Veracruz de Ignacio de la Llave,Ayahualulco,,,,,,
30026,Veracruz de Ignacio de la Llave,Banderilla,,,,,,
30027,Veracruz de Ignacio de la Llave,Benito Juarez,,,,,,
30028,Veracruz de Ignacio de la Llave,Boca del Rio,,,,,,
30029,Veracruz de Ignacio de la Llave,Calcahualco,,,,,,
30030,Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,,,,,,
30031,Veracruz de Ignacio de la Llave,Carrillo Puerto,,,,,,
30032,Veracruz de Ignacio de la Llave,Catemaco,,,,,,
30033,Veracruz de Ignacio de la Llave,Cazones de Herrera,,,,,,
30034,Veracruz de Ignacio de la Llave,Cerro Azul,,,,,,
30035,Veracruz de Ignacio de la Llave,Citlaltepetl,,,,,,
30036,Veracruz de Ignacio de la Llave,Coacoatzintla,,,,,,
30037,Veracruz de Ignacio de la Llave,Coahuitlan,,,,,,
30038,Veracruz de Ignacio de la Llave,Coatepec,,,,,,
30039,Veracruz de Ignacio de la Llave,Coatzacoalcos,,,,,,
30040,Veracruz de Ignacio de la Llave,Coatzintla,,,,,,
30041,Veracruz de Ignacio de la Llave,Coetzala,,,,,,
30042,Veracruz de Ignacio de la Llave,Colipa,,,,,,
30043,Veracruz de Ignacio de la Llave,Comapa,,,,,,
30044,Veracruz de Ignacio de la Llave,Cordoba,,,,,,
30045,Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,,,,,,
30046,Veracruz de Ignacio de la Llave,Cosautlan de Carvajal,,,,,,
30047,Veracruz de Ignacio de la Llave,Coscomatepec,,,,,,
30048,Veracruz de Ignacio de la Llave,Cosoleacaque,,,,,,
30049,Veracruz de Ignacio de la Llave,Cotaxtla,,,,,,
30050,Veracruz de Ignacio de la Llave,Coxquihui,,,,,,
30051,Veracruz de Ignacio de la Llave,Coyutla,,,,,,
30052,Veracruz de Ignacio de la Llave,Cuichapa,,,,,,
30053,Veracruz de Ignacio de la Llave,Cuitlahuac,,,,,,
30054,Veracruz de Ignacio de la Llave,Chacaltianguis,,,,,,
30055,Veracruz de Ignacio de la Llave,Chalma,,,,,,
30056,Veracruz de Ignacio de la Llave,Chiconamel,,,,,,
30057,Veracruz de Ignacio de la Llave,Chiconquiaco,,,,,,
30058,Veracruz de Ignacio de la Llave,Chicontepec,,,,,,
30059,Veracruz de Ignacio de la Llave,Chinameca,,,,,,
30060,Veracruz de Ignacio de la Llave,Chinampa de Gorostiza,,,,,,
30061,Veracruz de Ignacio de la Llave,Las Choapas,,,,,,
30062,Veracruz de Ignacio de la Llave,Chocaman,,,,,,
30063,Veracruz de Ignacio de la Llave,Chontla,,,,,,
30064,Veracruz de Ignacio de la Llave,Chumatlan,,,,,,
30065,Veracruz de Ignacio de la Llave,Emiliano Zapata,,,,,,
30066,Veracruz de Ignacio de la Llave,Espinal,,,,,,
30067,Veracruz de Ignacio de la Llave,Filomeno Mata,,,,,,
30068,Veracruz de Ignacio de la Llave,Fortin,,,,,,
30069,Veracruz de Ignacio de la Llave,Gutierrez Zamora,,,,,,
30070,Veracruz de Ignacio de la Llave,Hidalgotitlan,,,,,,
30071,Veracruz de Ignacio de la Llave,Huatusco,,,,,,
30072,Veracruz de Ignacio de la Llave,Huayacocotla,,,,,,
30073,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,,,,,,
30074,Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtemoc,,,,,,
30075,Veracruz de Ignacio de la Llave,Ignacio de la Llave,,,,,,
30076,Veracruz de Ignacio de la Llave,Ilamatlan,,,,,,
30077,Veracruz de Ignacio de la Llave,Isla,,,,,,
30078,Veracruz de Ignacio de la Llave,Ixcatepec,,,,,,
30079,Veracruz de Ignacio de la Llave,Ixhuacan de los Reyes,,,,,,
30080,Veracruz de Ignacio de la Llave,Ixhuatlan del Cafe,,,,,,
30081,Veracruz de Ignacio de la Llave,Ixhuatlancillo,,,,,,
30082,Veracruz de Ignacio de la Llave,Ixhuatlan del Sureste,,,,,,
30083,Veracruz de Ignacio de la Llave,Ixhuatlan de Madero,,,,,,
30084,Veracruz de Ignacio de la Llave,Ixmatlahuacan,,,,,,
30085,Veracruz de Ignacio de la Llave,Ixtaczoquitlan,,,,,,
30086,Veracruz de Ignacio de la Llave,Jalacingo,,,,,,
30087,Veracruz de Ignacio de la Llave,Xalapa,,,,,,
30088,Veracruz de Ignacio de la Llave,Jalcomulco,,,,,,
30089,Veracruz de Ignacio de la Llave,Jaltipan,,,,,,
30090,Veracruz de Ignacio de la Llave,Jamapa,,,,,,
30091,Veracruz de Ignacio de la Llave,Jesus Carranza,,,,,,
30092,Veracruz de Ignacio de la Llave,Xico,,,,,,
30093,Veracruz de Ignacio de la Llave,Jilotepec,,,,,,
30094,Veracruz de Ignacio de la Llave,Juan Rodriguez Clara,,,,,,
30095,Veracruz de Ignacio de la Llave,Juchique de Ferrer,,,,,,
30096,Veracruz de Ignacio de la Llave,Landero y Coss,,,,,,
30097,Veracruz de Ignacio de la Llave,Lerdo de Tejada,,,,,,
30098,Veracruz de Ignacio de la Llave,Magdalena,,,,,,
30099,Veracruz de Ignacio de la Llave,Maltrata,,,,,,
30100,Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano,,,,,,
30101,Veracruz de Ignacio de la Llave,Mariano Escobedo,,,,,,
30102,Veracruz de Ignacio de la Llave,Martinez de la Torre,,,,,,
30103,Veracruz de Ignacio de la Llave,Mecatlan,,,,,,
30104,Veracruz de Ignacio de la Llave,Mecayapan,,,,,,
30105,Veracruz de Ignacio de la Llave,Medellin,,,,,,
30106,Veracruz de Ignacio de la Llave,Miahuatlan,,,,,,
30107,Veracruz de Ignacio de la Llave,Las Minas,,,,,,
30108,Veracruz de Ignacio de la Llave,Minatitlan,,,,,,
30109,Veracruz de Ignacio de la Llave,Misantla,,,,,,
30110,Veracruz de Ignacio de la Llave,Mixtla de Altamirano,,,,,,
30111,Veracruz de Ignacio de la Llave,Moloacan,,,,,,
30112,Veracruz de Ignacio de la Llave,Naolinco,,,,,,
30113,Veracruz de Ignacio de la Llave,Naranjal,,,,,,
30114,Veracruz de Ignacio de la Llave,Nautla,,,,,,
30115,Veracruz de Ignacio de la Llave,Nogales,,,,,,
30116,Veracruz de Ignacio de la Llave,Oluta,,,,,,
30117,Veracruz de Ignacio de la Llave,Omealca,,,,,,
30118,Veracruz de Ignacio de la Llave,Orizaba,,,,,,
30119,Veracruz de Ignacio de la Llave,Otatitlan,,,,,,
30120,Veracruz de Ignacio de la Llave,Oteapan,,,,,,
30121,Veracruz de Ignacio de la Llave,Ozuluama de Mascarenas,,,,,,
30122,Veracruz de Ignacio de la Llave,Pajapan,,,,,,
30123,Veracruz de Ignacio de la Llave,Panuco,,,,,,
30124,Veracruz de Ignacio de la Llave,Papantla,,,,,,
