"","folio","agem","entidad","municipio","nom_mun","lat_decimal","lon_decimal","altitud"
"3273",3417,"04004","04","004","Champotón",19.2041404835526,-90.6381425411184,22.4753289473684
"3274",3095,"04004","04","004","Champotón",19.2041404835526,-90.6381425411184,22.4753289473684
"3275",3096,"04004","04","004","Champotón",19.2041404835526,-90.6381425411184,22.4753289473684
"3276",3097,"04004","04","004","Champotón",19.2041404835526,-90.6381425411184,22.4753289473684
"3277",3098,"04004","04","004","Champotón",19.2041404835526,-90.6381425411184,22.4753289473684
"3278",3099,"04004","04","004","Champotón",19.2041404835526,-90.6381425411184,22.4753289473684
"3279",3113,"04004","04","004","Champotón",19.2041404835526,-90.6381425411184,22.4753289473684
"3280",3114,"04004","04","004","Champotón",19.2041404835526,-90.6381425411184,22.4753289473684
"3281",3115,"04004","04","004","Champotón",19.2041404835526,-90.6381425411184,22.4753289473684
"3282",3116,"04004","04","004","Champotón",19.2041404835526,-90.6381425411184,22.4753289473684
"3283",3117,"04004","04","004","Champotón",19.2041404835526,-90.6381425411184,22.4753289473684
"3284",3091,"04004","04","004","Champotón",19.2041404835526,-90.6381425411184,22.4753289473684
"3285",3092,"04004","04","004","Champotón",19.2041404835526,-90.6381425411184,22.4753289473684
"3286",3093,"04004","04","004","Champotón",19.2041404835526,-90.6381425411184,22.4753289473684
"3287",3094,"04004","04","004","Champotón",19.2041404835526,-90.6381425411184,22.4753289473684
"3288",3090,"04004","04","004","Champotón",19.2041404835526,-90.6381425411184,22.4753289473684
"3289",3110,"04004","04","004","Champotón",19.2041404835526,-90.6381425411184,22.4753289473684
"3290",3111,"04004","04","004","Champotón",19.2041404835526,-90.6381425411184,22.4753289473684
"3291",3112,"04004","04","004","Champotón",19.2041404835526,-90.6381425411184,22.4753289473684
"3292",3087,"04004","04","004","Champotón",19.2041404835526,-90.6381425411184,22.4753289473684
"3293",3088,"04004","04","004","Champotón",19.2041404835526,-90.6381425411184,22.4753289473684
"3294",3089,"04004","04","004","Champotón",19.2041404835526,-90.6381425411184,22.4753289473684
"3295",3342,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3296",3343,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3297",3344,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3298",3268,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3299",3269,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3300",3341,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3301",3348,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3302",3262,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3303",3345,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3304",3346,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3305",3261,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3306",3266,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3307",3267,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3308",3281,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3309",3347,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3310",3270,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3311",3271,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3312",3272,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3313",3273,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3314",3274,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3315",3275,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3316",3263,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3317",3264,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3318",3265,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3319",3279,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3320",3280,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3321",3333,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3322",3334,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3323",3256,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3324",3257,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3325",3258,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3326",3259,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3327",3260,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3328",3287,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3329",3276,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3330",3277,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3331",3278,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3332",3291,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3333",3332,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3334",3284,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3335",3285,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3336",3282,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3337",3283,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3338",3331,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3339",3288,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3340",3286,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3341",3340,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3342",3336,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3343",3337,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3344",3289,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3345",3290,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3346",3338,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3347",3335,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3348",3339,"04005","04","005","Hecelchakán",20.1493269142857,-90.1166654857143,24.8714285714286
"3349",3349,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3350",3357,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3351",3358,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3352",3359,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3353",3360,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3354",3361,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3355",3362,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3356",3350,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3357",3351,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3358",3352,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3359",3353,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3360",3354,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3361",3355,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3362",3356,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3363",3423,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3364",3424,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3365",3425,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3366",3426,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3367",3427,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3368",3428,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3369",3429,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3370",3430,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3371",3431,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3372",3432,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3373",3433,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3374",3434,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3375",3435,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3376",3436,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3377",3437,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3378",3438,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3379",3439,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3380",3440,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3381",3441,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3382",3442,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3383",3363,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3384",3364,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3385",3365,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3386",3366,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3387",3367,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3388",3368,"04006","04","006","Hopelchén",19.5976046861925,-89.7049099205021,111.26359832636
"3389",3309,"04008","04","008","Tenabo",19.9794978611111,-90.236685875,19.2916666666667
"3390",3310,"04008","04","008","Tenabo",19.9794978611111,-90.236685875,19.2916666666667
"3391",3303,"04008","04","008","Tenabo",19.9794978611111,-90.236685875,19.2916666666667
"3392",3308,"04008","04","008","Tenabo",19.9794978611111,-90.236685875,19.2916666666667
"3393",3293,"04008","04","008","Tenabo",19.9794978611111,-90.236685875,19.2916666666667
"3394",3302,"04008","04","008","Tenabo",19.9794978611111,-90.236685875,19.2916666666667
"3395",3301,"04008","04","008","Tenabo",19.9794978611111,-90.236685875,19.2916666666667
"3396",3304,"04008","04","008","Tenabo",19.9794978611111,-90.236685875,19.2916666666667
"3397",3305,"04008","04","008","Tenabo",19.9794978611111,-90.236685875,19.2916666666667
"3398",3306,"04008","04","008","Tenabo",19.9794978611111,-90.236685875,19.2916666666667
"3399",3307,"04008","04","008","Tenabo",19.9794978611111,-90.236685875,19.2916666666667
"3400",3292,"04008","04","008","Tenabo",19.9794978611111,-90.236685875,19.2916666666667
"3401",3297,"04008","04","008","Tenabo",19.9794978611111,-90.236685875,19.2916666666667
"3402",3294,"04008","04","008","Tenabo",19.9794978611111,-90.236685875,19.2916666666667
"3403",3295,"04008","04","008","Tenabo",19.9794978611111,-90.236685875,19.2916666666667
"3404",3296,"04008","04","008","Tenabo",19.9794978611111,-90.236685875,19.2916666666667
"3405",3298,"04008","04","008","Tenabo",19.9794978611111,-90.236685875,19.2916666666667
"3406",3299,"04008","04","008","Tenabo",19.9794978611111,-90.236685875,19.2916666666667
"3407",3300,"04008","04","008","Tenabo",19.9794978611111,-90.236685875,19.2916666666667
"3408",3149,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3409",3140,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3410",3145,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3411",3146,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3412",3147,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3413",3148,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3414",3122,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3415",3123,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3416",3124,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3417",3125,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3418",3126,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3419",3141,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3420",3142,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3421",3143,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3422",3144,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3423",3118,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3424",3119,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3425",3120,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3426",3121,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3427",3135,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3428",3136,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3429",3137,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3430",3138,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3431",3139,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3432",3448,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3433",3449,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3434",3450,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3435",3451,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3436",3452,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3437",3453,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3438",3454,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3439",3455,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3440",3443,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3441",3444,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3442",3150,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3443",3151,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3444",3152,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3445",3461,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3446",3129,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3447",3130,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3448",3127,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3449",3128,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3450",3457,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3451",3445,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3452",3131,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3453",3456,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3454",3132,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3455",3133,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3456",3446,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3457",3447,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3458",3460,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3459",3458,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3460",3459,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3461",3134,"04009","04","009","Escárcega",18.6003093721973,-90.6708943520179,75.9417040358744
"3462",3462,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3463",3463,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3464",3464,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3465",3465,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3466",3466,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3467",3467,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3468",3468,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3469",3469,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3470",3470,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3471",3471,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3472",3472,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3473",3473,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3474",3474,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3475",3475,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3476",3476,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3477",3477,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3478",3478,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3479",3479,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3480",3480,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3481",3481,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3482",3482,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3483",3483,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3484",3484,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3485",3485,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3486",3486,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3487",3487,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3488",3488,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3489",3489,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3490",3490,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3491",3491,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3492",3492,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3493",3493,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3494",3494,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3495",3495,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3496",3496,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3497",3497,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3498",3498,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3499",3499,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3500",3500,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3501",3501,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3502",3502,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3503",3503,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3504",3504,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3505",3505,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3506",3506,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3507",3507,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3508",3508,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3509",3509,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3510",3510,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3511",3511,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3512",3512,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3513",3513,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3514",3514,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3515",3515,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3516",3516,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3517",3517,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3518",3518,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3519",3519,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3520",3520,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3521",3521,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3522",3522,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3523",3523,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3524",3524,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3525",3525,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3526",3526,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3527",3527,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3528",3528,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3529",3529,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3530",3530,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3531",3531,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3532",3532,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3533",3533,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3534",3534,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3535",3535,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3536",3536,"04011","04","011","Candelaria",18.0871332013619,-90.8391807285992,63.5068093385214
"3537",3537,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3538",3538,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3539",3539,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3540",3540,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3541",3541,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3542",3542,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3543",3543,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3544",3544,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3545",3545,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3546",3546,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3547",3547,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3548",3548,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3549",3549,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3550",3550,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3551",3551,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3552",3552,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3553",3553,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3554",3554,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3555",3555,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3556",3556,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3557",3557,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3558",3558,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3559",3559,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3560",3560,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3561",3561,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3562",3562,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3563",3563,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3564",3564,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3565",3565,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3566",3566,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3567",3567,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3568",3568,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3569",3569,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3570",3570,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3571",3571,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3572",3572,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3573",3573,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3574",3574,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3575",3575,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3576",3576,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
"3577",3577,"05002","05","002","Acuña",29.3378392409639,-101.383873996988,502.512048192771
